Sample_ID;LATf;LONGf;Reference;LATi;LONGi;SiO2;MgO;TiO2;Al2O3;Fe2O3t;MnO;CaO;Na2O;K2O;P2O5;LOI;Fe2O3;FeO;Ba;Rb;Sr;Itrio;Zr;Ti
CIAN 422-432;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.69;4.94;2.96;12.54;16.43;0.24;8.74;2.6;1.56;0.3;1.47;;;357;38.3;259.3;36;199;17745.5256
CIAN 432-440;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.86;5.55;2.14;13.25;15.74;0.23;9.76;2.84;0.39;0.25;3.13;;;181;5.8;324.8;31.4;149.2;12829.5354
CIAN 448-456;-23.655;-52.61306;Licht, 2018 (Mineropar);;;50.72;5.07;2.17;12.89;15.61;0.23;9.12;2.91;1.03;0.23;1.65;;;335;17.6;311.4;29.5;147.5;13009.3887
CIAN 456-464;-23.655;-52.61306;Licht, 2018 (Mineropar);;;50.44;5.21;2.12;12.96;15.63;0.22;9.21;2.71;1.27;0.23;1.28;;;295;30.8;271.1;32.4;147.3;12709.6332
CIAN 464-472;-23.655;-52.61306;Licht, 2018 (Mineropar);;;50.42;5.26;2.12;12.95;15.64;0.24;9.34;2.77;1.03;0.23;0.89;;;290;24.4;274.3;29.6;146;12709.6332
CIAN 472-480;-23.655;-52.61306;Licht, 2018 (Mineropar);;;51.7;5.2;1.91;13.2;14.2;0.22;8.45;3.84;1.06;0.22;3.18;;;309;26;363.5;27.9;139.1;11450.6601
CIAN 480-488;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.46;5.56;2.43;12.96;16.23;0.25;9.42;3.01;0.44;0.25;2.71;;;221;9;287.5;33.3;152.1;14568.1173
CIAN 504-512;-23.655;-52.61306;Licht, 2018 (Mineropar);;;50.68;5.05;2.4;12.8;15.91;0.23;9.36;2.75;0.54;0.27;1.88;;;299;17.5;308.5;36.8;177.5;14388.264
CIAN 512-520;-23.655;-52.61306;Licht, 2018 (Mineropar);;;50.59;5.04;2.39;12.72;16.08;0.23;9.26;2.64;0.77;0.27;1.4;;;314;19.7;315.9;36.1;181.1;14328.3129
CIAN 520-528;-23.655;-52.61306;Licht, 2018 (Mineropar);;;50.9;4.99;2.34;12.62;15.94;0.23;9.01;2.75;0.95;0.26;2.43;;;317;23.2;317.1;36;172.3;14028.5574
CIAN 528-536;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.4;6.45;2.15;13.28;15.02;0.22;10.09;2.66;0.52;0.2;2.28;;;257;9.1;336.2;30.3;144.1;12889.4865
CIAN 536-544;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.1;6.28;2.25;13.56;14.98;0.22;10.03;2.68;0.69;0.21;1.72;;;297;9.5;308;31.4;154.3;13488.9975
CIAN 544-552;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.21;6.29;2.18;13.15;15.3;0.23;9.82;2.56;1.05;0.21;1.67;;;280;29.3;298.7;29.6;149;13069.3398
CIAN 552-560;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.08;5.94;2.27;13.54;15.2;0.22;9.7;2.69;1.14;0.21;1.45;;;303;26.6;316.5;30.8;156.7;13608.8997
CIAN 560-568;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.58;6.11;2.01;13.23;15.06;0.2;9.82;2.56;1.21;0.22;1.54;;;285;34.5;304.6;32.7;154.7;12050.1711
CIAN 580-588;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.43;5.43;2.6;12.82;16.5;0.24;9.56;2.59;0.58;0.24;2.12;;;276;8;308.7;36.4;169.4;15587.286
CIAN 588-596;-23.655;-52.61306;Licht, 2018 (Mineropar);;;50.35;5.16;2.41;12.52;16.15;0.23;9.21;2.59;1.12;0.26;1;;;337;25.2;286.2;36.4;174.6;14448.2151
CIAN 596-604;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.9;5.13;2.41;12.77;16.24;0.24;9.11;2.71;1.23;0.26;0.97;;;327;29.4;283.4;34.5;181.5;14448.2151
CIAN 604-612;-23.655;-52.61306;Licht, 2018 (Mineropar);;;50.08;5.69;2.03;13.51;14.9;0.23;9.1;3.64;0.61;0.22;3.07;;;256;12.8;409.8;30.3;144.4;12170.0733
CIAN 612-620;-23.655;-52.61306;Licht, 2018 (Mineropar);;;51.15;6.33;1.78;13.46;13.01;0.21;8.7;3.81;1.38;0.18;3.15;;;284;33.5;218.2;22.1;126.2;10671.2958
CIAN 628-636;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.83;6.09;2.05;13.27;14.31;0.23;10.44;2.93;0.65;0.19;2.18;;;228;13.1;355.6;23.2;120.3;12289.9755
CIAN 636-644;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.61;6.63;1.82;13.77;13.44;0.23;11.25;2.59;0.51;0.16;1.49;;;203;8.4;320.4;19.9;97.7;10911.1002
CIAN 652-660;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.36;5.62;2.31;13.3;15.51;0.21;9.7;2.95;0.79;0.24;2;;;304;11.9;359.1;26.7;142.3;13848.7041
CIAN 660-672;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.6;5.39;2.29;13.25;15.58;0.22;9.72;2.74;0.98;0.22;1.46;;;317;15.9;357.2;26.5;144.7;13728.8019
CIAN 680-688;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.6;5.79;2.3;13.27;14.9;0.2;9.97;2.79;0.94;0.23;1.6;;;304;15.8;356.7;25.7;138.2;13788.753
CIAN 688-700;-23.655;-52.61306;Licht, 2018 (Mineropar);;;49.76;5.59;2.25;13.2;14.88;0.2;9.68;2.89;1.33;0.23;1.56;;;331;28.5;373.6;25.4;140.7;13488.9975
